Word,Age of Acquisition Rating,Familiarity,Concreteness,Imageability,Meaningfulness: Coloradao Norms,Meaningfulness: Pavio Norms,AoA_Count,Familiarity_Count,Concreteness_Count,Imageability_Count,Meaningfulness_Colorado_Count,Meaningfulness_Paivio_Count,AoA_Std,Familiarity_Std,Concreteness_Std,Imageability_Std,Meaningfulness_Colorado_Std,Meaningfulness_Paivio_Std,AoA_Range,Familiarity_Range,Concreteness_Range,Imageability_Range,Meaningfulness_Colorado_Range,Meaningfulness_Paivio_Range,Source_Count,Source_Row_Count,Source_Words,Review_Required,Review_Reasons
verbreitet,,418.0,255.0,274.0,361.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,PREVALENT,no,
verbrennung,,452.0,462.0,505.0,,672.0,0,1,1,1,0,1,,,,,,,,0,0.0,0.0,,0.0,1,1,COMBUSTION,no,
verdacht,478.0,470.0,265.0,386.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,SUSPICION,no,
verdammnis,675.0,222.0,272.0,180.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,PERDITION,no,
verdienen,,557.0,349.0,437.0,492.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,EARN,no,
verdienst,444.0,475.0,308.0,380.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,MERIT,no,
verdächtig,,523.0,,371.0,,,0,1,0,1,0,0,,,,,,,,0,,0.0,,,1,1,SUSPICIOUS,no,
verdächtiger,472.0,488.0,379.0,377.0,,,3,3,3,3,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,3,SUSPECT,no,
verein,,533.0,509.0,522.0,457.0,,0,3,3,3,3,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,3,CLUB,no,
vereinbarung,,541.0,327.0,367.0,,448.0,0,1,1,1,0,1,,,,,,,,0,0.0,0.0,,0.0,1,1,AGREEMENT,no,
vereinen,,494.0,309.0,474.0,443.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,UNITE,no,
vereinigung,647.0,353.0,266.0,323.0,,476.0,1,1,1,1,0,1,,,,,,,0.0,0,0.0,0.0,,0.0,1,1,UNIFICATION,no,
vereiteln,,361.0,340.0,324.0,332.0,,0,5,5,5,5,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,5,THWART,no,
vererbung,,507.0,330.0,383.0,,564.0,0,1,1,1,0,1,,,,,,,,0,0.0,0.0,,0.0,1,1,HEREDITY,no,
verfall,533.0,433.2,325.0,366.0,469.0,,3,5,5,5,2,0,0.0,65.1564,36.7423,68.5857,0.0,,0.0,133,75.0,140.0,0.0,,2,5,DECAY;FORFEIT,yes,multiple_english_sources
verfallen,,245.0,506.0,466.0,,452.0,0,3,3,3,0,3,,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,0.0,1,3,DERELICT,no,
verfassung,611.0,466.0,367.0,395.0,433.0,,1,1,1,1,1,0,,,,,,,0.0,0,0.0,0.0,0.0,,1,1,CONSTITUTION,no,
verfeinert,,488.0,302.0,353.0,371.0,,0,3,3,3,3,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,3,REFINED,no,
verfeinerung,550.0,436.0,272.0,375.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,REFINEMENT,no,
verfolgung,575.0,423.0,300.0,416.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,PERSECUTION,no,
verfärben,,460.0,398.0,428.0,338.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,DISCOLOR,no,
verfärbung,606.0,356.0,358.0,370.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,DISCOLOURATION,no,
verfügbar,,566.0,,285.0,,,0,1,0,1,0,0,,,,,,,,0,,0.0,,,1,1,AVAILABLE,no,
verführen,,495.0,283.0,437.0,443.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,TEMPT,no,
verführung,628.0,423.0,353.0,521.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,SEDUCTION,no,
vergangenheit,,545.0,293.0,446.0,437.0,,0,6,6,6,6,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,6,PAST,no,
vergehen,,483.0,329.0,404.0,434.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,PERISH,no,
vergeltungsmaßnahme,639.0,395.0,282.0,294.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,REPRISAL,no,
vergessenheit,639.0,379.0,242.0,386.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,OBLIVION,no,
vergesslich,,551.0,,354.0,,,0,1,0,1,0,0,,,,,,,,0,,0.0,,,1,1,FORGETFUL,no,
vergewaltigung,,555.0,472.0,565.0,468.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,RAPE,no,
vergleich,,560.0,311.0,336.0,,456.0,0,2,2,2,0,2,,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,0.0,1,2,COMPARISON,no,
vergleichen,,385.0,322.0,322.0,300.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,LIKEN,no,
vergnügen,394.0,583.0,302.0,511.0,,554.0,2,2,2,2,0,2,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,,0.0,1,2,PLEASURE,no,
vergoldet,,316.0,413.0,390.0,290.0,532.0,0,4,4,4,4,4,,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,1,4,GILT,no,
verhalten,400.0,573.0,295.0,351.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,BEHAVIOUR,no,
verheiratet,,615.0,,568.0,,,0,4,0,4,0,0,,0.0,,0.0,,,,0,,0.0,,,1,4,MARRIED,no,
verkauf,,456.8333,354.1667,363.8333,368.6667,,0,6,6,6,6,0,,165.5188,30.1575,71.3779,89.2537,,,466,83.0,211.0,260.0,,3,6,SALE;SALEP;SELLING,yes,high_familiarity_range;high_familiarity_std;high_imageability_range;high_meaningfulness_colorado_range;high_meaningfulness_colorado_std;multiple_english_sources
verkaufen,,585.0,342.0,397.0,495.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,SELL,no,
verkauft,308.0,544.0,310.0,408.0,423.0,,4,4,4,4,4,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,4,SOLD,no,
verkehr,528.0,487.0,403.0,430.0,570.0,,1,1,1,1,1,0,,,,,,,0.0,0,0.0,0.0,0.0,,1,1,TRANSPORTATION,no,
verkäufer,381.0,459.0,444.0,427.0,369.0,,1,1,1,1,1,0,,,,,,,0.0,0,0.0,0.0,0.0,,1,1,SELLER,no,
verlassen,,459.0,325.0,435.0,437.0,,0,4,4,4,4,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,4,DESOLATE,no,
verlassenheit,544.0,359.0,272.0,348.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,ABANDONMENT,no,
verleihen,,566.0,,327.0,,,0,2,0,2,0,0,,0.0,,0.0,,,,0,,0.0,,,1,2,LEND,no,
verlernen,406.0,548.0,222.0,297.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,UNLEARN,no,
verletzt,219.0,579.0,368.0,465.0,530.0,,3,3,3,3,3,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,3,HURT,no,
verletzter,,503.0,,,,,0,1,0,0,0,0,,,,,,,,0,,,,,1,1,CASUALTY,no,
verletzung,,568.0,497.0,551.0,,732.0,0,2,2,2,0,2,,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,0.0,1,2,INJURY,no,
verlieren,,534.0,299.0,373.0,390.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,LOSE,no,
verlies,,428.0,562.0,579.0,430.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,DUNGEON,no,
verlobung,,535.0,362.0,474.0,,576.0,0,1,1,1,0,1,,,,,,,,0,0.0,0.0,,0.0,1,1,ENGAGEMENT,no,
verlust,331.0,558.0,313.0,409.0,463.0,,1,1,1,1,1,0,,,,,,,0.0,0,0.0,0.0,0.0,,1,1,LOSS,no,
vermuten,292.0,585.0,247.0,330.0,,,3,3,3,3,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,3,GUESS,no,
vermächtnis,600.0,316.0,349.0,294.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,BEQUEST,no,
vernachlässigung,467.0,509.0,282.0,372.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,NEGLECT,no,
vernünftig,,546.1667,290.0,324.5,428.0,,0,6,1,6,1,0,,38.8348,,21.9146,,,,78,0.0,59.0,0.0,,3,6,REASONABLE;SANE;SENSIBLE,yes,multiple_english_sources
verordnung,583.0,440.0,374.0,343.0,457.0,516.0,2,4,4,4,2,2,0.0,64.0,11.0,2.0,0.0,0.0,0.0,128,22.0,4.0,0.0,0.0,2,4,DECREE;REGULATION,yes,multiple_english_sources
verpassen,,586.0,372.0,447.0,452.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,MISS,no,
verpflichtung,519.0,430.0,300.0,278.0,,,4,4,4,4,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,4,UNDERTAKING,no,
verprügeln,,287.0,387.0,308.0,290.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,PUMMEL,no,
verrat,492.0,394.0,258.0,360.5,,500.0,1,2,1,2,0,1,,2.0,,2.5,,,0.0,4,0.0,5.0,,0.0,2,2,BETRAYAL;TREASON,yes,multiple_english_sources
verringern,,457.0,287.0,251.0,358.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,LESSEN,no,
verrohrung,436.0,451.0,538.0,491.0,,,5,5,5,5,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,5,PIPING,no,
verräter,,467.0,467.0,447.0,402.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,TRAITOR,no,
verrückt,,590.0,308.0,479.0,569.0,,0,3,3,3,3,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,3,MAD,no,
verrückter,417.0,407.0,470.0,545.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,MADMAN,no,
vers,351.0,483.0,500.0,489.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,VERSE,no,
versagen,,511.0,297.0,419.0,470.0,,0,4,4,4,4,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,4,FAILING,no,
versammlung,683.0,175.0,258.0,151.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,CONVOCATION,no,
verschluss,392.0,441.0,498.0,456.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,CLASP,no,
verschwenderisch,,476.0,,373.0,,,0,1,0,1,0,0,,,,,,,,0,,0.0,,,1,1,WASTEFUL,no,
verschwörer,556.0,364.0,464.0,386.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,CONSPIRATOR,no,
versicherung,508.0,484.0,315.0,365.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,INSURANCE,no,
versohlen,,536.0,479.0,522.0,450.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,SPANK,no,
verspielt,,572.0,,463.0,,,0,1,0,1,0,0,,,,,,,,0,,0.0,,,1,1,PLAYFUL,no,
versprechen,,520.0,360.0,364.0,375.0,592.0,0,4,2,4,2,2,,78.0,0.0,44.0,0.0,0.0,,156,0.0,88.0,0.0,0.0,2,4,PLEDGE;PROMISE,yes,high_familiarity_range;high_familiarity_std;multiple_english_sources
versprochen,,566.0,,298.0,,,0,3,0,3,0,0,,0.0,,0.0,,,,0,,0.0,,,1,3,PROMISED,no,
verstand,,563.0,306.6667,360.6667,437.0,577.3333,0,3,3,3,2,3,,39.598,37.241,17.442,0.0,15.0849,,84,79.0,37.0,0.0,32.0,2,3,INTELLECT;MIND,yes,multiple_english_sources
verstaubt,,537.0,452.0,506.0,444.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,DUSTY,no,
versteck,,365.0,475.0,454.0,330.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,LAIR,no,
verstoß,,487.0,326.0,386.0,,592.0,0,1,1,1,0,1,,,,,,,,0,0.0,0.0,,0.0,1,1,VIOLATION,no,
verständnis,442.0,559.0,269.0,377.0,,,4,4,4,4,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,4,UNDERSTANDING,no,
verstärker,,474.0,564.0,559.0,,596.0,0,1,1,1,0,1,,,,,,,,0,0.0,0.0,,0.0,1,1,AMPLIFIER,no,
verstümmelung,574.0,363.0,452.0,502.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,MUTILATION,no,
versuch,392.0,558.0,313.0,302.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,ATTEMPT,no,
versuchen,229.0,636.0,260.0,318.0,,,3,3,3,3,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,3,TRY,no,
versucht,,597.0,,303.0,,,0,4,0,4,0,0,,0.0,,0.0,,,,0,,0.0,,,1,4,TRIED,no,
versuchung,454.0,494.0,265.0,391.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,TEMPTATION,no,
vertagung,606.0,327.0,311.0,305.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,ADJOURNMENT,no,
verteidigung,447.0,479.0,346.0,413.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,DEFENCE,no,
vertikal,,524.0,400.0,478.0,314.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,VERTICAL,no,
vertrag,536.0,474.75,440.5,423.0,410.0,632.0,1,4,4,4,3,3,,59.3227,45.8993,58.8897,0.0,0.0,0.0,137,106.0,136.0,0.0,0.0,2,4,CONTRACT;TREATY,yes,multiple_english_sources
vertrauen,420.25,552.5,292.5,359.75,460.0,417.0,4,4,4,4,3,1,35.074,7.7942,12.9904,6.4952,0.0,,81.0,18,30.0,15.0,0.0,0.0,2,4,CONFIDENCE;TRUST,yes,multiple_english_sources
vertrauenswürdig,,460.0,,337.0,,,0,1,0,1,0,0,,,,,,,,0,,0.0,,,1,1,TRUSTWORTHY,no,
vertreter,531.0,511.0,434.0,380.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,REPRESENTATIVE,no,
verunreinigung,594.0,388.0,341.0,456.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,CONTAMINATION,no,
verunstalten,,490.0,397.0,425.0,440.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,DEFACE,no,
verurteilen,,500.0,314.0,349.0,420.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,CONDEMN,no,
verwalten,,508.0,,303.0,,,0,2,0,2,0,0,,0.0,,0.0,,,,0,,0.0,,,1,2,MANAGE,no,
verwaltung,561.0,502.0,331.0,413.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,ADMINISTRATION,no,
verwandter,,309.0,,436.0,,,0,1,0,1,0,0,,,,,,,,0,,0.0,,,1,1,KINSMAN,no,
verwelken,,445.0,384.0,438.0,382.0,,0,4,4,4,4,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,4,WITHER,no,
verwirrung,497.0,487.5,276.0,422.0,,,2,2,2,2,0,0,25.0,66.5,6.0,15.0,,,50.0,133,12.0,30.0,,,2,2,BEWILDERMENT;CONFUSION,yes,multiple_english_sources
verzerrung,,462.0,365.0,428.0,415.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,DISTORTION,no,
verzichten,,439.3333,310.3333,358.0,351.0,,0,3,3,3,3,0,,14.6135,18.8562,5.6569,14.1421,,,31,40.0,12.0,30.0,,2,3,RENOUNCE;WAIVE,yes,multiple_english_sources
verziert,,401.0,339.0,419.0,370.0,,0,3,3,3,3,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,3,ORNATE,no,
verzierung,413.0,412.3333,533.6667,487.6667,,,3,3,3,3,0,0,155.5635,67.4108,115.0227,150.378,,,330.0,143,244.0,319.0,,,2,3,EMBELLISHMENT;ORNAMENT,yes,high_aoa_range;high_aoa_std;high_concreteness_range;high_concreteness_std;high_imageability_range;high_imageability_std;multiple_english_sources
verzweiflung,500.0,466.0,263.0,385.0,410.0,,4,4,4,4,2,0,49.1121,27.2855,17.4929,5.7879,0.0,,120.0,65,42.0,14.0,0.0,,3,4,DESPAIR;DESPERATION;EXASPERATION,yes,multiple_english_sources
verzögerer,,505.0,345.0,481.0,433.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,RETARD,no,
verächtlich,,458.0,,407.0,,,0,1,0,1,0,0,,,,,,,,0,,0.0,,,1,1,SCORNFUL,no,
verärgert,329.0,536.0,282.0,416.0,,,5,5,5,5,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,5,UPSET,no,
vestalisch,,177.0,,283.0,,,0,2,0,2,0,0,,0.0,,0.0,,,,0,,0.0,,,1,2,VESTAL,no,
veteran,,443.0,,439.0,,,0,2,0,2,0,0,,0.0,,0.0,,,,0,,0.0,,,1,2,VETERAN,no,
veto,636.0,361.0,326.0,336.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,VETO,no,
viele,,599.0,276.0,393.0,459.0,,0,3,3,3,3,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,3,MANY,no,
vielfalt,464.0,517.0,282.5,337.0,423.0,,1,2,2,2,1,0,,16.0,14.5,35.0,,,0.0,32,29.0,70.0,0.0,,2,2,DIVERSITY;VARIETY,yes,multiple_english_sources
vielleicht,,594.8,,221.2,,,0,5,0,5,0,0,,3.9192,,0.9798,,,,8,,2.0,,,2,5,MAYBE;PERHAPS,yes,multiple_english_sources
vielseitig,,425.0,,327.0,,,0,1,0,1,0,0,,,,,,,,0,,0.0,,,1,1,VERSATILE,no,
vielversprechend,,489.0,,300.0,,,0,3,0,3,0,0,,0.0,,0.0,,,,0,,0.0,,,1,3,PROMISING,no,
vier,,553.0,365.0,491.0,402.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,FOUR,no,
vierte,,549.0,307.0,384.0,374.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,FOURTH,no,
violett,344.0,461.0,541.0,560.0,403.0,,3,3,3,3,3,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,3,VIOLET,no,
violine,,468.0,626.0,606.0,479.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,VIOLIN,no,
vision,411.0,529.0,395.0,440.0,440.0,639.0,2,2,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,2,VISION,no,
vista,,280.0,,322.0,,,0,1,0,1,0,0,,,,,,,,0,,0.0,,,1,1,VISTA,no,
vitriol,656.0,235.0,472.0,294.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,VITRIOL,no,
vogel,206.0,592.0,602.0,614.0,519.0,788.0,2,2,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,2,BIRD,no,
vogelscheuche,,389.0,,,,,0,1,0,0,0,0,,,,,,,,0,,,,,1,1,SCARECROW,no,
vollendung,658.0,335.0,318.0,324.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,CONSUMMATION,no,
vollständig,,598.7143,378.0,395.8571,448.0,,0,7,4,7,4,0,,5.4436,0.0,47.5077,0.0,,,11,0.0,96.0,0.0,,2,7,COMPLETE;FULL,yes,multiple_english_sources
volt,,435.0,489.0,415.0,362.0,,0,3,3,3,3,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,3,VOLT,no,
von,,598.0,203.3333,227.0,264.5,,0,6,6,6,6,0,,0.0,10.435,4.4721,21.2426,,,0,28.0,12.0,57.0,,2,6,BY;OF,yes,multiple_english_sources
vor,,414.0,300.0,340.0,308.0,,0,5,5,5,5,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,5,FORE,no,
voraussetzen,,576.0,,264.0,,,0,4,0,4,0,0,,0.0,,0.0,,,,0,,0.0,,,1,4,PROVIDED,no,
vorbereitung,494.0,532.0,338.0,313.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,PREPARATION,no,
vorbringen,,438.0,,393.0,,,0,1,0,1,0,0,,,,,,,,0,,0.0,,,1,1,PLEAD,no,
vorderseite,,570.0,424.0,427.0,405.0,,0,3,3,3,3,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,3,FRONT,no,
voreingenommenheit,,399.0,,,,,0,4,0,0,0,0,,0.0,,,,,,0,,,,,1,4,BIAS,no,
vorfall,458.0,497.0,340.0,344.0,,416.0,2,2,2,2,0,2,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,,0.0,1,2,INCIDENT,no,
vorfreude,572.0,492.0,288.0,435.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,ANTICIPATION,no,
vorgehensweise,444.0,508.0,323.0,329.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,APPROACH,no,
vorhang,469.0,396.0,532.0,464.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,DRAPE,no,
vorher,,536.6667,261.0,261.3333,395.0,,0,9,6,9,6,0,,65.5252,0.0,8.9567,0.0,,,139,0.0,19.0,0.0,,2,9,BEFORE;PRIOR,yes,multiple_english_sources
vorherige,,545.0,,276.0,,,0,2,0,2,0,0,,0.0,,0.0,,,,0,,0.0,,,1,2,PREVIOUS,no,
vorhersagen,,515.0,288.0,372.0,400.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,PREDICT,no,
vorhängeschloss,,387.0,,523.0,,,0,2,0,2,0,0,,0.0,,0.0,,,,0,,0.0,,,1,2,PADLOCK,no,
vorlesung,536.0,624.0,451.0,564.0,,572.0,2,2,2,2,0,2,0.0,0.0,0.0,0.0,,0.0,0.0,0,0.0,0.0,,0.0,1,2,LECTURE,no,
vorläufer,671.0,270.0,371.0,205.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,PRECURSOR,no,
vorläufig,,375.5714,310.0,260.4286,,408.0,0,7,3,7,0,3,,58.9863,0.0,4.5625,,0.0,,133,0.0,12.0,,0.0,3,7,INTERIM;PRELIMINARY;TENTATIVE,yes,multiple_english_sources
vorraum,629.0,278.0,544.5,452.5,,600.0,1,2,2,2,0,1,,37.0,32.5,77.5,,,0.0,74,65.0,155.0,,0.0,2,2,ANTEROOM;VESTIBULE,yes,high_imageability_range;high_imageability_std;multiple_english_sources
vorschlag,461.0,567.0,333.0,345.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,SUGGESTION,no,
vorsichtig,,498.0,313.0,334.75,373.0,,0,4,2,4,2,0,,69.6886,0.0,20.6443,0.0,,,169,0.0,48.0,0.0,,3,4,CAREFUL;CAUTIOUS;WARY,yes,high_familiarity_range;multiple_english_sources
vorsichtsmaßnahme,525.0,477.0,300.0,367.0,,,2,2,2,2,0,0,0.0,0.0,0.0,0.0,,,0.0,0,0.0,0.0,,,1,2,PRECAUTION,no,
vorsprechen,,479.0,370.0,395.0,397.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,AUDITION,no,
vorteil,,529.6,319.6,353.2,415.0,448.0,0,5,5,5,2,3,,39.6817,46.0504,74.9544,0.0,0.0,,81,94.0,153.0,0.0,0.0,2,5,ADVANTAGE;BENEFIT,yes,high_imageability_range;multiple_english_sources
vorteilhaft,,496.0,251.0,362.0,423.0,,0,1,1,1,1,0,,,,,,,,0,0.0,0.0,0.0,,1,1,BENEFICIAL,no,
vortäuschung,500.0,453.0,227.0,307.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,PRETENCE,no,
vorurteil,,508.0,340.0,419.0,462.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,PREJUDICE,no,
vorwurf,631.0,383.0,272.0,291.0,,,1,1,1,1,0,0,,,,,,,0.0,0,0.0,0.0,,,1,1,ALLEGATION,no,
vorzeigbar,,456.0,,341.0,,,0,1,0,1,0,0,,,,,,,,0,,0.0,,,1,1,PRESENTABLE,no,
vorübergehend,,566.0,,368.0,,,0,6,0,6,0,0,,0.0,,0.0,,,,0,,0.0,,,1,6,PASSING,no,
vulgär,,507.0,359.0,420.0,505.0,,0,2,2,2,2,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,2,VULGAR,no,
vulkan,,461.0,591.0,627.0,431.0,760.0,0,1,1,1,1,1,,,,,,,,0,0.0,0.0,0.0,0.0,1,1,VOLCANO,no,
völlig,,480.0,365.0,370.0,421.0,,0,3,3,3,3,0,,0.0,0.0,0.0,0.0,,,0,0.0,0.0,0.0,,1,3,UTTER,no,
waben,,405.0,562.0,593.0,,578.0,0,3,3,3,0,3,,0.0,0.0,0.0,,0.0,,0,0.0,0.0,,0.0,1,3,HONEYCOMB,no,
wache,344.0,504.0,517.0,530.0,485.0,,2,2,2,2,2,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,2,GUARD,no,
wachs,331.0,494.0,569.0,547.0,392.0,,3,3,3,3,3,0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0.0,0.0,0.0,,1,3,WAX,no,
wachsamkeit,,308.0,305.0,383.0,,572.0,0,1,1,1,0,1,,,,,,,,0,0.0,0.0,,0.0,1,1,VIGILANCE,no,
